dataset,school_name,level,ownership,zipcode,borough_or_city,category_raw,control_raw,lon,lat,source_note
schools_2020_points,P.S. 249 The Caton,elementary,public_nyc_doe,K249,Flatbush,Elementary,,-73.966456,40.649509,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 250 George H. Lindsay,elementary,public_nyc_doe,K250,East Williamsburg,Elementary,,-73.945659,40.706708,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 251 Paerdegat,elementary,public_nyc_doe,K251,Flatlands,Elementary,,-73.923894,40.63195,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 251 Queens,elementary,public_nyc_doe,Q251,Springfield Gardens South-Brookville,Elementary,,-73.759396,40.664809,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 253,elementary,public_nyc_doe,K253,Brighton Beach,Elementary,,-73.961962,40.580237,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 253,elementary,public_nyc_doe,Q253,Far Rockaway-Bayswater,Elementary,,-73.748799,40.607247,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 254 - The Rosa Parks School,elementary,public_nyc_doe,Q254,Richmond Hill,Elementary,,-73.847886,40.6972,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 254 Dag Hammarskjold,elementary,public_nyc_doe,K254,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Elementary,,-73.95155,40.591103,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 255 Barbara Reing School,elementary,public_nyc_doe,K255,Madison,Elementary,,-73.955891,40.604461,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 256 Benjamin Banneker,elementary,public_nyc_doe,K256,Bedford,Elementary,,-73.94961,40.690595,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 257 John F. Hylan,elementary,public_nyc_doe,K257,East Williamsburg,Elementary,,-73.941345,40.702759,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 261 Philip Livingston,elementary,public_nyc_doe,K261,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Elementary,,-73.988667,40.687218,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,elementary,public_nyc_doe,K262,Crown Heights North,Elementary,,-73.930132,40.682949,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 264 Bay Ridge Elementary School For The Arts,elementary,public_nyc_doe,K264,Bay Ridge,Elementary,,-74.029444,40.621025,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 268 Emma Lazarus,elementary,public_nyc_doe,K268,Rugby-Remsen Village,Elementary,,-73.92756,40.657421,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 270 Johann DeKalb,elementary,public_nyc_doe,K270,Clinton Hill,Elementary,,-73.961134,40.691275,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 272 Curtis Estabrook,elementary,public_nyc_doe,K272,Canarsie,Elementary,,-73.886373,40.635542,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 273,elementary,public_nyc_doe,Q273,Richmond Hill,Elementary,,-73.844335,40.693613,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 273 Wortman,elementary,public_nyc_doe,K273,East New York,Elementary,,-73.879276,40.6585,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 274 Kosciusko,elementary,public_nyc_doe,K274,Bushwick South,Elementary,,-73.92818,40.694179,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 276 Louis Marshall,elementary,public_nyc_doe,K276,Canarsie,Elementary,,-73.908436,40.634005,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 277,elementary,public_nyc_doe,X277,Mott Haven-Port Morris,Elementary,,-73.913872,40.813385,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 277 Gerritsen Beach,elementary,public_nyc_doe,K277,park-cemetery-etc-Brooklyn,Elementary,,-73.92785,40.595798,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 279 Herman Schreiber,elementary,public_nyc_doe,K279,Canarsie,Elementary,,-73.892797,40.644134,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 280,elementary,public_nyc_doe,Q280,Jackson Heights,Elementary,,-73.874109,40.753345,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 287 Bailey K. Ashford,elementary,public_nyc_doe,K287,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Elementary,,-73.98112,40.697856,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 289 George V. Brower,elementary,public_nyc_doe,K289,Crown Heights North,Elementary,,-73.942401,40.674244,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 290 Juan Morel Campos,elementary,public_nyc_doe,K290,East New York,Elementary,,-73.889375,40.678182,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 290 Manhattan New School,elementary,public_nyc_doe,M290,Yorkville,Elementary,,-73.952777,40.775181,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 291,elementary,public_nyc_doe,X291,Kingsbridge Heights,Elementary,,-73.909763,40.859243,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 295,elementary,public_nyc_doe,K295,Sunset Park West,Elementary,,-73.988743,40.660805,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 297 Abraham Stockton,elementary,public_nyc_doe,K297,Bedford,Elementary,,-73.948166,40.697377,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 298 Dr. Betty Shabazz,elementary,public_nyc_doe,K298,Brownsville,Elementary,,-73.907718,40.671015,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 299 Thomas Warren Field,elementary,public_nyc_doe,K299,Bushwick South,Elementary,,-73.917899,40.690755,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 304 Early Childhood School,elementary,public_nyc_doe,X304,Schuylerville-Throgs Neck-Edgewater Park,Elementary,,-73.829211,40.82708,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 305 Dr. Peter Ray,elementary,public_nyc_doe,K305,Bedford,Elementary,,-73.94573,40.685653,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 306,elementary,public_nyc_doe,X306,University Heights-Morris Heights,Elementary,,-73.910827,40.850722,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 306 Ethan Allen,elementary,public_nyc_doe,K306,East New York,Elementary,,-73.88662,40.65534,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 307 Daniel Hale Williams,elementary,public_nyc_doe,K307,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Elementary,,-73.981599,40.701789,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 309 The George E. Wibecan Preparatory Academy,elementary,public_nyc_doe,K309,Stuyvesant Heights,Elementary,,-73.924422,40.6881,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 310 Marble Hill,elementary,public_nyc_doe,X310,Kingsbridge Heights,Elementary,,-73.905547,40.872477,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 312 Bergen Beach,elementary,public_nyc_doe,K312,Georgetown-Marine Park-Bergen Beach-Mill Basin,Elementary,,-73.909554,40.622442,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 316 Elijah Stroud,elementary,public_nyc_doe,K316,Prospect Heights,Elementary,,-73.961418,40.674685,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 321 William Penn,elementary,public_nyc_doe,K321,Park Slope-Gowanus,Elementary,,-73.978633,40.671816,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 328 Phyllis Wheatley,elementary,public_nyc_doe,K328,East New York (Pennsylvania Ave),Elementary,,-73.898249,40.667985,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 329 Surfside,elementary,public_nyc_doe,K329,Seagate-Coney Island,Elementary,,-73.99577,40.574666,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 335 Granville T. Woods,elementary,public_nyc_doe,K335,Crown Heights North,Elementary,,-73.928673,40.674491,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 340,elementary,public_nyc_doe,X340,Van Cortlandt Village,Elementary,,-73.897171,40.869407,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 345 Patrolman Robert Bolden,elementary,public_nyc_doe,K345,East New York,Elementary,,-73.879886,40.676207,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 346 Abe Stark,elementary,public_nyc_doe,K346,Starrett City,Elementary,,-73.881997,40.64664,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 35 The Clove Valley School,elementary,public_nyc_doe,R035,Grymes Hill-Clifton-Fox Hills,Elementary,,-74.098994,40.613548,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 360,elementary,public_nyc_doe,Q360,St. Albans,Elementary,,-73.756259,40.702329,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 360,elementary,public_nyc_doe,X360,Van Cortlandt Village,Elementary,,-73.902214,40.874717,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 361 East Flatbush Early Childhood School,elementary,public_nyc_doe,K361,Flatbush,Elementary,,-73.947672,40.637625,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 375 Jackie Robinson School,elementary,public_nyc_doe,K375,Crown Heights South,Elementary,,-73.959484,40.665199,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 376,elementary,public_nyc_doe,K376,Bushwick North,Elementary,,-73.920187,40.69805,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 376,elementary,public_nyc_doe,Q376,Bayside-Bayside Hills,Elementary,,-73.770314,40.754954,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 377,elementary,public_nyc_doe,Q377,Ozone Park,Elementary,,-73.83685,40.668083,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 38 Roberto Clemente,elementary,public_nyc_doe,M038,East Harlem South,Elementary,,-73.944762,40.788668,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 380 John Wayne Elementary,elementary,public_nyc_doe,K380,Bedford,Elementary,,-73.953702,40.70179,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 384,elementary,public_nyc_doe,Q384,Hunters Point-Sunnyside-West Maspeth,Elementary,,-73.940316,40.748159,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 39 Francis J. Murphy Jr.,elementary,public_nyc_doe,R039,Grasmere-Arrochar-Ft. Wadsworth,Elementary,,-74.07061,40.597824,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 396,elementary,public_nyc_doe,X396,University Heights-Morris Heights,Elementary,,-73.913016,40.854335,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 397 Foster-Laurie,elementary,public_nyc_doe,K397,Prospect Lefferts Gardens-Wingate,Elementary,,-73.946358,40.658663,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 398,elementary,public_nyc_doe,Q398,Jackson Heights,Elementary,,-73.896705,40.752773,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 398 Walter Weaver,elementary,public_nyc_doe,K398,Rugby-Remsen Village,Elementary,,-73.927979,40.663388,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 399 Stanley Eugene Clark,elementary,public_nyc_doe,K399,Erasmus,Elementary,,-73.951664,40.648277,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 452,elementary,public_nyc_doe,M452,Lincoln Square,Elementary,,-73.987515,40.771603,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 503: The School of Discovery,elementary,public_nyc_doe,K503,Sunset Park West,Elementary,,-74.019299,40.64195,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 506: The School of Journalism & Technology,elementary,public_nyc_doe,K506,Sunset Park West,Elementary,,-74.019299,40.64195,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 527 - East Side School for Social Action,elementary,public_nyc_doe,M527,Yorkville,Elementary,,-73.947856,40.780652,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 536,elementary,public_nyc_doe,X536,West Farms-Bronx River,Elementary,,-73.866038,40.838151,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 56 The Louis Desario School,elementary,public_nyc_doe,R056,Rossville-Woodrow,Elementary,,-74.213943,40.541856,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 58 - The School of Heroes,elementary,public_nyc_doe,Q058,Maspeth,Elementary,,-73.890638,40.728517,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 583,elementary,public_nyc_doe,X583,Soundview-Bruckner,Elementary,,-73.859622,40.826949,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 595,elementary,public_nyc_doe,X595,East Tremont,Elementary,,-73.889602,40.846205,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 6 Corporal Allan F. Kivlehan School,elementary,public_nyc_doe,R006,Charleston-Richmond Valley-Tottenville,Elementary,,-74.230118,40.510207,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 65 - The Raymond York Elementary School,elementary,public_nyc_doe,Q065,Ozone Park,Elementary,,-73.841675,40.682293,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 65 The Academy of Innovative Learning,elementary,public_nyc_doe,R065,Stapleton-Rosebank,Elementary,,-74.078337,40.633666,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 69 Vincent D. Grippo School,elementary,public_nyc_doe,K069,Sunset Park East,Elementary,,-74.009752,40.632392,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 74 Future Leaders Elementary School,elementary,public_nyc_doe,R074,West New Brighton-New Brighton-St. George,Elementary,,-74.079438,40.638993,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 748 Brooklyn School for Global Scholars,elementary,public_nyc_doe,K748,Bath Beach,Elementary,,-74.007469,40.606739,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 75 School of Research and Discovery,elementary,public_nyc_doe,X075,Hunts Point,Elementary,,-73.888948,40.822314,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 77 Lower Lab School,elementary,public_nyc_doe,M077,Upper East Side-Carnegie Hill,Elementary,,-73.95042,40.785018,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 770 New American Academy,elementary,public_nyc_doe,K770,Rugby-Remsen Village,Elementary,,-73.927979,40.663388,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 78,elementary,public_nyc_doe,R078,Stapleton-Rosebank,Elementary,,-74.079228,40.622415,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 8 Shirlee Solomon,elementary,public_nyc_doe,R008,Great Kills,Elementary,,-74.152212,40.547567,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 81Q Jean Paul Richter,elementary,public_nyc_doe,Q081,Ridgewood,Elementary,,-73.911885,40.703942,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 889,elementary,public_nyc_doe,K889,Kensington-Ocean Parkway,Elementary,,-73.97101,40.644861,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 89,elementary,public_nyc_doe,M089,Battery Park City-Lower Manhattan,Elementary,,-74.013967,40.71701,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 9 Ryer Avenue Elementary School,elementary,public_nyc_doe,X009,Fordham South,Elementary,,-73.898821,40.85644,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 90 Edna Cohen School,elementary,public_nyc_doe,K090,West Brighton,Elementary,,-73.980387,40.578192,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 97 The Highlawn,elementary,public_nyc_doe,K097,Bensonhurst East,Elementary,,-73.98557,40.601191,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. K004,elementary,public_nyc_doe,K004,East New York,Elementary,,-73.879276,40.6585,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. K134,elementary,public_nyc_doe,K134,Flatbush,Elementary,,-73.97318,40.632145,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. K315,elementary,public_nyc_doe,K315,Flatbush,Elementary,,-73.954269,40.632619,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. Q016 The Nancy DeBenedittis School,elementary,public_nyc_doe,Q016,North Corona,Elementary,,-73.860547,40.748996,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. Q086,elementary,public_nyc_doe,Q086,Briarwood-Jamaica Hills,Elementary,,-73.803001,40.709461,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. X014 Senator John Calandra,elementary,public_nyc_doe,X014,Schuylerville-Throgs Neck-Edgewater Park,Elementary,,-73.826277,40.835318,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. X114 - Luis Llorens Torres Schools,elementary,public_nyc_doe,X114,West Concourse,Elementary,,-73.923297,40.834979,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. X140 The Eagle School,elementary,public_nyc_doe,X140,Morrisania-Melrose,Elementary,,-73.907489,40.823318,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. X596,elementary,public_nyc_doe,X596,Co-op City,Elementary,,-73.831669,40.874035,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S./I.S. 137 Rachel Jean Mitchell,elementary,public_nyc_doe,K137,Ocean Hill,Elementary,,-73.916641,40.682248,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S./I.S. 54,elementary,public_nyc_doe,X054,Bedford Park-Fordham North,Elementary,,-73.88794,40.864872,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,PS 80  The Thurgood Marshall Magnet School of Mult,elementary,public_nyc_doe,Q080,Springfield Gardens North,Elementary,,-73.769119,40.673483,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Peninsula Preparatory Academy Charter School,elementary,public_nyc_doe,Q170,Far Rockaway-Bayswater,Elementary,,-73.752565,40.600659,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Pioneer Academy,elementary,public_nyc_doe,Q307,North Corona,Elementary,,-73.865787,40.749175,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Port Richmond School for Visionary Learning,elementary,public_nyc_doe,R068,Port Richmond,Elementary,,-74.142526,40.624781,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Professor Juan Bosch Public School,elementary,public_nyc_doe,M178,Washington Heights North,Elementary,,-73.928301,40.85924,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Queens Explorers Elementary School,elementary,public_nyc_doe,Q316,Woodhaven,Elementary,,-73.850123,40.683112,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Ralph A. Fabrizio School,elementary,public_nyc_doe,K170,Bay Ridge,Elementary,,-74.018719,40.630373,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Red Hook Neighborhood School,elementary,public_nyc_doe,K676,Carroll Gardens-Columbia Street-Red Hook,Elementary,,-74.005151,40.677914,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,River East Elementary,elementary,public_nyc_doe,M037,East Harlem North,Elementary,,-73.93374,40.799265,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Riverdale Avenue Community School,elementary,public_nyc_doe,K446,Brownsville,Elementary,,-73.913508,40.659618,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Rochdale Early Advantage Charter School,elementary,public_nyc_doe,Q342,Baisley Park,Elementary,,-73.778613,40.680016,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Rosalyn Yalow Charter School,elementary,public_nyc_doe,X486,West Concourse,Elementary,,-73.91735,40.836679,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,STEM Institute of Manhattan,elementary,public_nyc_doe,M241,Central Harlem South,Elementary,,-73.955583,40.801573,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Samara Community School,elementary,public_nyc_doe,X458,Crotona Park East,Elementary,,-73.886995,40.834188,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,School for Environmental Citizenship,elementary,public_nyc_doe,X386,Fordham South,Elementary,,-73.903139,40.855337,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,"School of Math, Science, and Healthy Living",elementary,public_nyc_doe,K971,Sunset Park West,Elementary,,-74.020343,40.639518,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,School of Science & Technology,elementary,public_nyc_doe,K152,Flatbush,Elementary,,-73.954269,40.632619,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Sheridan Academy for Young Leaders,elementary,public_nyc_doe,X457,East Concourse-Concourse Village,Elementary,,-73.917526,40.831873,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Sisulu-Walker Charter School of Harlem,elementary,public_nyc_doe,M702,Central Harlem South,Elementary,,-73.951357,40.802096,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Sixth Avenue Elementary School,elementary,public_nyc_doe,M340,Hudson Yards-Chelsea-Flatiron-Union Square,Elementary,,-73.995534,40.739145,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,South Bronx Charter School for International Cultu,elementary,public_nyc_doe,X309,Mott Haven-Port Morris,Elementary,,-73.918037,40.803052,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,South Bronx Classical Charter School II,elementary,public_nyc_doe,X364,Mott Haven-Port Morris,Elementary,,-73.925459,40.808194,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,South Bronx Classical Charter School III,elementary,public_nyc_doe,X489,Claremont-Bathgate,Elementary,,-73.906403,40.829793,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,South Bronx Classical Charter School IV,elementary,public_nyc_doe,X588,Claremont-Bathgate,Elementary,,-73.906403,40.829793,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Space Shuttle Columbia School,elementary,public_nyc_doe,R058,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Elementary,,-74.160867,40.582791,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Storefront Academy Charter School,elementary,public_nyc_doe,X497,Melrose South-Mott Haven North,Elementary,,-73.908773,40.814952,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Storefront Academy Harlem Charter School,elementary,public_nyc_doe,M383,Central Harlem North-Polo Grounds,Elementary,,-73.937717,40.807581,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Success Academy Charter School - Bed-Stuy 2,elementary,public_nyc_doe,K125,Stuyvesant Heights,Elementary,,-73.943279,40.697619,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Success Academy Charter School - Bensonhurst - New,elementary,public_nyc_doe,K772,Bensonhurst East,Elementary,,-73.984985,40.608135,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Success Academy Charter School - Bergen Beach - Ne,elementary,public_nyc_doe,K781,Georgetown-Marine Park-Bergen Beach-Mill Basin,Elementary,,-73.912914,40.620537,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Success Academy Charter School - Bronx 3,elementary,public_nyc_doe,X380,East Concourse-Concourse Village,Elementary,,-73.914067,40.827438,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Success Academy Charter School - Bronx 4 - New Yor,elementary,public_nyc_doe,X464,Soundview-Castle Hill-Clason Point-Harding Park,Elementary,,-73.859998,40.822925,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Success Academy Charter School - Bushwick,elementary,public_nyc_doe,K882,Bushwick South,Elementary,,-73.919653,40.695975,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Success Academy Charter School - Far Rockaway,elementary,public_nyc_doe,Q375,Far Rockaway-Bayswater,Elementary,,-73.749891,40.604019,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Success Academy Charter School - Flatbush,elementary,public_nyc_doe,K886,Erasmus,Elementary,,-73.957501,40.64879,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Success Academy Charter School - Harlem 6,elementary,public_nyc_doe,M357,Manhattanville,Elementary,,-73.95357,40.816158,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Success Academy Charter School - Hudson Yards,elementary,public_nyc_doe,M358,Hudson Yards-Chelsea-Flatiron-Union Square,Elementary,,-73.996499,40.758759,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Success Academy Charter School - Rosedale - New Yo,elementary,public_nyc_doe,Q337,Rosedale,Elementary,,-73.738793,40.655811,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Success Academy Charter School - South Jamaica,elementary,public_nyc_doe,Q374,Baisley Park,Elementary,,-73.799756,40.675626,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Success Academy Charter School - Springfield Garde,elementary,public_nyc_doe,Q339,St. Albans,Elementary,,-73.752772,40.681881,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Success Academy Charter School - Washington Height,elementary,public_nyc_doe,M265,Washington Heights North,Elementary,,-73.935231,40.85765,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Success Academy Charter School - Williamsburg,elementary,public_nyc_doe,K182,North Side-South Side,Elementary,,-73.960137,40.711915,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Success Academy Crown Heights (Brooklyn 7),elementary,public_nyc_doe,K741,Crown Heights South,Elementary,,-73.949243,40.665757,NYC Open Data School Point Locations / NYC DOE Public School Location Information
